Unnamed: 0,activity_id,assists,date,game_N,k_d,map_hash,map_name,map_path,pclass,play_time,player,score,standing,team,kills,deaths,rezzes,rezzed,orbs_gen,orbs_gath,long_life,avg_life,max_k_spree,best_weap,avg_k_dist,first_blood,never_say_die,from_the_brink,back_in_action,wrecking_ball,ace,close_call,annil,ar_kills,ar_hshots,hc_kills,hc_hshots,pr_kills,pr_hshots,scout_kills,scout_hshots,sniper_kills,sniper_hshots,shotg_kills,shotg_hshots,fr_kills,side_kills,rocket_kills,hmg_kills,melees,grenades,supers,alleg,n_primary,n_special,n_heavy,n_abil,n_supers,points
44,5101033227.0,1.0,2016-06-12T01:19:34Z,7.0,2.0,4260139097.0,Pantheon,/img/theme/destiny/bgs/pgcrs/crucible_pantheon.jpg,Warlock,362.0,XpLiCiTOnE,4.0,Victory,Alpha,4.0,2.0,1.0,1.0,0.0,2.0,44.0,120.333333333,2.0,8.0,43.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,us,1.0,3.0,0.0,0.0,0.0,270.0
45,5101033227.0,3.0,2016-06-12T01:19:34Z,7.0,0.333333333333,4260139097.0,Pantheon,/img/theme/destiny/bgs/pgcrs/crucible_pantheon.jpg,Hunter,362.0,giles863,1.0,Defeat,Bravo,2.0,6.0,1.0,1.0,0.0,0.0,34.0,51.0,1.0,2.0,13.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,them,1.0,1.0,0.0,0.0,0.0,-264.0
46,5101033227.0,0.0,2016-06-12T01:19:34Z,7.0,0.333333333333,4260139097.0,Pantheon,/img/theme/destiny/bgs/pgcrs/crucible_pantheon.jpg,Titan,362.0,hrking98,1.0,Defeat,Bravo,2.0,6.0,0.0,0.0,0.0,0.0,39.0,51.2857142857,2.0,0.0,23.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,them,0.0,0.0,0.0,1.0,0.0,-400.0
47,5101033227.0,0.0,2016-06-12T01:19:34Z,7.0,0.5,4260139097.0,Pantheon,/img/theme/destiny/bgs/pgcrs/crucible_pantheon.jpg,Hunter,362.0,gatornator_x2560,1.0,Defeat,Bravo,3.0,6.0,1.0,1.0,0.0,0.0,38.0,51.0,1.0,5.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,them,0.0,2.0,0.0,1.0,0.0,-263.0
48,5101072353.0,5.0,2016-06-12T01:26:23Z,8.0,0.625,4260139097.0,Pantheon,/img/theme/destiny/bgs/pgcrs/crucible_pantheon.jpg,Titan,628.0,JohnOfMars,5.0,Victory,Alpha,5.0,8.0,0.0,4.0,2.0,2.0,84.0,69.4444444444,1.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,us,1.0,1.0,0.0,2.0,1.0,-87.0
49,5101072353.0,5.0,2016-06-12T01:26:23Z,8.0,1.14285714286,4260139097.0,Pantheon,/img/theme/destiny/bgs/pgcrs/crucible_pantheon.jpg,Hunter,628.0,igordennis,5.0,Victory,Alpha,8.0,7.0,2.0,4.0,0.0,0.0,52.0,78.125,3.0,8.0,33.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,us,2.0,3.0,1.0,1.0,0.0,363.0
50,5101072353.0,1.0,2016-06-12T01:26:23Z,8.0,2.25,4260139097.0,Pantheon,/img/theme/destiny/bgs/pgcrs/crucible_pantheon.jpg,Warlock,628.0,XpLiCiTOnE,5.0,Victory,Alpha,9.0,4.0,7.0,1.0,3.0,0.0,84.0,125.4,4.0,2.0,20.8888888889,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,us,3.0,2.0,0.0,2.0,2.0,720.0
51,5101072353.0,2.0,2016-06-12T01:26:23Z,8.0,1.71428571429,4260139097.0,Pantheon,/img/theme/destiny/bgs/pgcrs/crucible_pantheon.jpg,Hunter,628.0,glock21sv,3.0,Defeat,Bravo,12.0,7.0,2.0,2.0,0.0,0.0,80.0,78.0,9.0,8.0,37.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,them,0.0,10.0,0.0,2.0,0.0,640.0
52,5101072353.0,2.0,2016-06-12T01:26:23Z,8.0,0.375,4260139097.0,Pantheon,/img/theme/destiny/bgs/pgcrs/crucible_pantheon.jpg,Warlock,628.0,iPace22,3.0,Defeat,Bravo,3.0,8.0,0.0,1.0,0.0,0.0,72.0,69.4444444444,1.0,9.0,20.3333333333,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,them,1.0,1.0,1.0,0.0,0.0,-422.0
53,5101072353.0,1.0,2016-06-12T01:26:23Z,8.0,0.571428571429,4260139097.0,Pantheon,/img/theme/destiny/bgs/pgcrs/crucible_pantheon.jpg,Titan,628.0,EckoTheBoss,3.0,Defeat,Bravo,4.0,7.0,2.0,1.0,0.0,0.0,79.0,77.875,1.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,them,2.0,0.0,0.0,2.0,0.0,-205.0
