,activity_id,assists,date,game_N,k_d,map_hash,map_name,map_path,pclass,play_time,player,score,standing,team,kills,deaths,rezzes,rezzed,orbs_gen,orbs_gath,long_life,avg_life,max_k_spree,best_weap,avg_k_dist,first_blood,never_say_die,from_the_brink,back_in_action,wrecking_ball,ace,close_call,annil,ar_kills,ar_hshots,hc_kills,hc_hshots,pr_kills,pr_hshots,scout_kills,scout_hshots,sniper_kills,sniper_hshots,shotg_kills,shotg_hshots,fr_kills,side_kills,rocket_kills,hmg_kills,melees,grenades,supers
0,4784376208,3.0,2016-03-21T00:05:28Z,0,3.0,2332037858,Widow's Court,/img/theme/destiny/bgs/pgcrs/widows_court.jpg,Titan,252.0,JohnOfMars,5,Victory,Alpha,3.0,0.0,2.0,0.0,0.0,0.0,23.0,247.0,3.0,1.0,24.3333333333,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,1.0,0.0
1,4784376208,1.0,2016-03-21T00:05:28Z,0,6.0,2332037858,Widow's Court,/img/theme/destiny/bgs/pgcrs/widows_court.jpg,Warlock,252.0,DirtyAquaticApe,5,Victory,Alpha,6.0,0.0,0.0,0.0,0.0,0.0,24.0,249.0,6.0,2.0,21.1666666667,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0.0,2.0,0.0
2,4784376208,3.0,2016-03-21T00:05:28Z,0,3.5,2332037858,Widow's Court,/img/theme/destiny/bgs/pgcrs/widows_court.jpg,Hunter,252.0,igordennis,5,Victory,Alpha,7.0,2.0,0.0,2.0,1.0,0.0,23.0,82.3333333333,5.0,8.0,36.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1.0
3,4784376208,0.0,2016-03-21T00:05:28Z,0,0.2,2332037858,Widow's Court,/img/theme/destiny/bgs/pgcrs/widows_court.jpg,Titan,252.0,Munie26,0,Defeat,Bravo,1.0,5.0,1.0,0.0,0.0,0.0,30.0,41.5,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
4,4784376208,1.0,2016-03-21T00:05:28Z,0,0.0,2332037858,Widow's Court,/img/theme/destiny/bgs/pgcrs/widows_court.jpg,Warlock,252.0,MoMike84,0,Defeat,Bravo,0.0,5.0,0.0,0.0,0.0,0.0,19.0,41.8333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
5,4784376208,0.0,2016-03-21T00:05:28Z,0,0.166666666667,2332037858,Widow's Court,/img/theme/destiny/bgs/pgcrs/widows_court.jpg,Titan,252.0,lilprino,0,Defeat,Bravo,1.0,6.0,0.0,1.0,0.0,0.0,25.0,35.5714285714,1.0,8.0,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
6,4784395782,1.0,2016-03-21T00:10:49Z,1,6.0,2332037858,Widow's Court,/img/theme/destiny/bgs/pgcrs/widows_court.jpg,Titan,309.0,JohnOfMars,5,Victory,Bravo,6.0,1.0,2.0,1.0,3.0,2.0,38.0,152.0,4.0,1.0,8.66666666667,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2.0,1.0,2.0
7,4784395782,4.0,2016-03-21T00:10:49Z,1,2.5,2332037858,Widow's Court,/img/theme/destiny/bgs/pgcrs/widows_court.jpg,Warlock,309.0,DirtyAquaticApe,5,Victory,Bravo,5.0,2.0,1.0,2.0,2.0,3.0,27.0,102.0,3.0,2.0,13.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,1.0,0.0,2.0
8,4784395782,3.0,2016-03-21T00:10:49Z,1,4.0,2332037858,Widow's Court,/img/theme/destiny/bgs/pgcrs/widows_court.jpg,Hunter,309.0,igordennis,5,Victory,Bravo,8.0,2.0,0.0,0.0,2.0,0.0,29.0,101.0,5.0,8.0,24.5,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0,0,0.0,0.0,0,1.0,1.0,2.0
9,4784395782,1.0,2016-03-21T00:10:49Z,1,0.142857142857,2332037858,Widow's Court,/img/theme/destiny/bgs/pgcrs/widows_court.jpg,Warlock,309.0,alex_ya_boii,0,Defeat,Alpha,1.0,7.0,1.0,2.0,0.0,0.0,29.0,38.25,1.0,3.0,16.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0
